evento,es_incendio,p_incendio
kate_pd:turkiye,0,0.046550
kate_pd:turkiye,0,0.000195
kate_pd:turkiye,0,0.005073
kate_pd:turkiye,0,0.017966
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.000009
kate_pd:turkiye,0,0.014839
kate_pd:turkiye,0,0.000009
kate_pd:turkiye,0,0.000011
kate_pd:turkiye,0,0.000222
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.000026
kate_pd:turkiye,0,0.001914
kate_pd:turkiye,0,0.004860
kate_pd:turkiye,0,0.000059
kate_pd:turkiye,0,0.000541
kate_pd:turkiye,0,0.001032
kate_pd:turkiye,0,0.000774
kate_pd:turkiye,0,0.596994
kate_pd:turkiye,0,0.064963
kate_pd:turkiye,0,0.001025
kate_pd:turkiye,0,0.051214
kate_pd:turkiye,0,0.003086
kate_pd:turkiye,0,0.002468
kate_pd:turkiye,0,0.004198
kate_pd:turkiye,0,0.000623
kate_pd:turkiye,0,0.000799
kate_pd:turkiye,0,0.000001
kate_pd:turkiye,0,0.000028
kate_pd:turkiye,0,0.000238
kate_pd:turkiye,0,0.014219
kate_pd:turkiye,0,0.012286
kate_pd:turkiye,0,0.000013
kate_pd:turkiye,0,0.001124
kate_pd:turkiye,0,0.015059
kate_pd:turkiye,0,0.000068
kate_pd:turkiye,0,0.025341
kate_pd:turkiye,0,0.000002
kate_pd:turkiye,0,0.000005
kate_pd:turkiye,0,0.000507
kate_pd:turkiye,0,0.000750
kate_pd:turkiye,0,0.000014
kate_pd:turkiye,0,0.004591
kate_pd:turkiye,0,0.000011
kate_pd:turkiye,0,0.000460
kate_pd:turkiye,0,0.000002
kate_pd:turkiye,0,0.000441
kate_pd:turkiye,0,0.000028
kate_pd:turkiye,0,0.000144
kate_pd:turkiye,0,0.188866
kate_pd:turkiye,0,0.000093
kate_pd:turkiye,0,0.000258
kate_pd:turkiye,0,0.000376
kate_pd:turkiye,0,0.005074
kate_pd:turkiye,0,0.049206
kate_pd:turkiye,0,0.222400
kate_pd:turkiye,0,0.013351
kate_pd:turkiye,0,0.002594
kate_pd:turkiye,0,0.000762
kate_pd:turkiye,0,0.037961
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.106677
kate_pd:turkiye,0,0.002370
kate_pd:turkiye,0,0.000238
kate_pd:turkiye,0,0.000303
kate_pd:turkiye,0,0.047407
kate_pd:turkiye,0,0.000797
kate_pd:turkiye,0,0.107004
kate_pd:turkiye,0,0.017315
kate_pd:turkiye,0,0.000200
kate_pd:turkiye,0,0.000259
kate_pd:turkiye,0,0.000869
kate_pd:turkiye,0,0.009799
kate_pd:turkiye,0,0.000173
kate_pd:turkiye,0,0.015648
kate_pd:turkiye,0,0.404003
kate_pd:turkiye,0,0.188441
kate_pd:turkiye,0,0.004754
kate_pd:turkiye,0,0.000874
kate_pd:turkiye,0,0.470105
kate_pd:turkiye,0,0.507033
kate_pd:turkiye,0,0.000001
kate_pd:turkiye,0,0.004987
kate_pd:turkiye,0,0.000159
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.001743
kate_pd:turkiye,0,0.002561
kate_pd:turkiye,0,0.026154
kate_pd:turkiye,0,0.010344
kate_pd:turkiye,0,0.005274
kate_pd:turkiye,0,0.830740
kate_pd:turkiye,0,0.005404
kate_pd:turkiye,0,0.000359
kate_pd:turkiye,0,0.024097
kate_pd:turkiye,0,0.001932
kate_pd:turkiye,0,0.043238
kate_pd:turkiye,0,0.003598
kate_pd:turkiye,0,0.000136
kate_pd:turkiye,0,0.197307
kate_pd:turkiye,0,0.000001
kate_pd:turkiye,0,0.002156
kate_pd:turkiye,0,0.000479
kate_pd:turkiye,0,0.003465
kate_pd:turkiye,0,0.000021
kate_pd:turkiye,0,0.000014
kate_pd:turkiye,0,0.005676
kate_pd:turkiye,0,0.000682
kate_pd:turkiye,0,0.000493
kate_pd:turkiye,0,0.006189
kate_pd:turkiye,0,0.252604
kate_pd:turkiye,0,0.001369
kate_pd:turkiye,0,0.007214
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.000376
kate_pd:turkiye,0,0.000011
kate_pd:turkiye,0,0.010850
kate_pd:turkiye,0,0.000008
kate_pd:turkiye,0,0.101126
kate_pd:turkiye,0,0.003973
kate_pd:turkiye,0,0.007494
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.006497
kate_pd:turkiye,0,0.000085
kate_pd:turkiye,0,0.000001
kate_pd:turkiye,0,0.020484
kate_pd:turkiye,0,0.175184
kate_pd:turkiye,0,0.000002
kate_pd:turkiye,0,0.000677
kate_pd:turkiye,0,0.000672
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.103600
kate_pd:turkiye,0,0.005722
kate_pd:turkiye,0,0.001433
kate_pd:turkiye,0,0.000001
kate_pd:turkiye,0,0.115546
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.005107
kate_pd:turkiye,0,0.012793
kate_pd:turkiye,0,0.000059
kate_pd:turkiye,0,0.111532
kate_pd:turkiye,0,0.000074
kate_pd:turkiye,0,0.000661
kate_pd:turkiye,0,0.004093
kate_pd:turkiye,0,0.000172
kate_pd:turkiye,0,0.000052
kate_pd:turkiye,0,0.000169
kate_pd:turkiye,0,0.004658
kate_pd:turkiye,0,0.000981
kate_pd:turkiye,0,0.008385
kate_pd:turkiye,0,0.042014
kate_pd:turkiye,0,0.047185
kate_pd:turkiye,0,0.000018
kate_pd:turkiye,0,0.000001
kate_pd:turkiye,0,0.000993
kate_pd:turkiye,0,0.000002
kate_pd:turkiye,0,0.002219
kate_pd:turkiye,0,0.000957
kate_pd:turkiye,0,0.045069
kate_pd:turkiye,0,0.000083
kate_pd:turkiye,0,0.015808
kate_pd:turkiye,0,0.000616
kate_pd:turkiye,0,0.015918
kate_pd:turkiye,0,0.148375
kate_pd:turkiye,0,0.010879
kate_pd:turkiye,0,0.000310
kate_pd:turkiye,0,0.006985
kate_pd:turkiye,0,0.000419
kate_pd:turkiye,0,0.004758
kate_pd:turkiye,0,0.019012
kate_pd:turkiye,0,0.000005
kate_pd:turkiye,0,0.067237
kate_pd:turkiye,0,0.000009
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.000093
kate_pd:turkiye,0,0.000567
kate_pd:turkiye,0,0.000079
kate_pd:turkiye,0,0.005617
kate_pd:turkiye,0,0.000174
kate_pd:turkiye,0,0.000016
kate_pd:turkiye,0,0.004682
kate_pd:turkiye,0,0.137551
kate_pd:turkiye,0,0.017790
kate_pd:turkiye,0,0.000000
kate_pd:turkiye,0,0.000001
rescuenet:huracan,0,0.053436
rescuenet:huracan,0,0.999999
rescuenet:huracan,0,0.975402
rescuenet:huracan,0,0.070003
rescuenet:huracan,0,0.525835
rescuenet:huracan,0,0.687250
rescuenet:huracan,0,0.635669
rescuenet:huracan,0,0.000427
rescuenet:huracan,0,0.560026
rescuenet:huracan,0,0.455071
rescuenet:huracan,0,0.000001
rescuenet:huracan,0,0.000096
rescuenet:huracan,0,0.291510
rescuenet:huracan,0,0.994095
rescuenet:huracan,0,0.157689
rescuenet:huracan,0,0.923311
rescuenet:huracan,0,0.009506
rescuenet:huracan,0,0.039336
rescuenet:huracan,0,0.715846
rescuenet:huracan,0,0.000775
rescuenet:huracan,0,0.771962
rescuenet:huracan,0,0.020544
rescuenet:huracan,0,0.004380
rescuenet:huracan,0,0.884432
rescuenet:huracan,0,0.787264
rescuenet:huracan,0,0.078385
rescuenet:huracan,0,0.529802
rescuenet:huracan,0,0.011565
rescuenet:huracan,0,0.700854
rescuenet:huracan,0,0.001619
rescuenet:huracan,0,0.031877
rescuenet:huracan,0,0.001896
rescuenet:huracan,0,0.033802
rescuenet:huracan,0,0.727360
rescuenet:huracan,0,0.894500
rescuenet:huracan,0,0.976119
rescuenet:huracan,0,0.004353
rescuenet:huracan,0,0.003900
rescuenet:huracan,0,0.000137
rescuenet:huracan,0,0.256641
rescuenet:huracan,0,0.470724
rescuenet:huracan,0,0.974786
rescuenet:huracan,0,0.026931
rescuenet:huracan,0,0.963842
rescuenet:huracan,0,0.213530
rescuenet:huracan,0,0.998596
rescuenet:huracan,0,0.981495
rescuenet:huracan,0,0.231839
rescuenet:huracan,0,0.000294
rescuenet:huracan,0,0.999157
rescuenet:huracan,0,0.000106
rescuenet:huracan,0,0.000829
rescuenet:huracan,0,0.145301
rescuenet:huracan,0,0.043212
rescuenet:huracan,0,0.066052
rescuenet:huracan,0,0.020315
rescuenet:huracan,0,0.072297
rescuenet:huracan,0,0.992785
rescuenet:huracan,0,0.068377
rescuenet:huracan,0,0.000226
rescuenet:huracan,0,0.043485
rescuenet:huracan,0,0.032803
rescuenet:huracan,0,0.109397
rescuenet:huracan,0,0.001860
rescuenet:huracan,0,0.001563
rescuenet:huracan,0,0.039204
rescuenet:huracan,0,0.913680
rescuenet:huracan,0,0.999985
rescuenet:huracan,0,0.997008
rescuenet:huracan,0,0.000260
rescuenet:huracan,0,0.852333
rescuenet:huracan,0,0.004026
rescuenet:huracan,0,0.999916
rescuenet:huracan,0,0.978129
rescuenet:huracan,0,0.981260
rescuenet:huracan,0,0.935358
rescuenet:huracan,0,0.998606
rescuenet:huracan,0,0.013613
rescuenet:huracan,0,0.032673
rescuenet:huracan,0,0.997763
rescuenet:huracan,0,0.845319
rescuenet:huracan,0,0.272914
rescuenet:huracan,0,0.363037
rescuenet:huracan,0,0.002284
rescuenet:huracan,0,0.002446
rescuenet:huracan,0,0.005473
rescuenet:huracan,0,0.181539
rescuenet:huracan,0,0.000399
rescuenet:huracan,0,0.000375
rescuenet:huracan,0,0.007331
rescuenet:huracan,0,0.009626
rescuenet:huracan,0,0.004773
rescuenet:huracan,0,0.101563
rescuenet:huracan,0,0.008062
rescuenet:huracan,0,0.000846
rescuenet:huracan,0,0.946019
rescuenet:huracan,0,0.060837
rescuenet:huracan,0,0.967435
rescuenet:huracan,0,0.690514
rescuenet:huracan,0,0.879116
rescuenet:huracan,0,0.001912
rescuenet:huracan,0,0.017201
rescuenet:huracan,0,0.000737
rescuenet:huracan,0,0.000115
rescuenet:huracan,0,0.299229
rescuenet:huracan,0,0.001132
rescuenet:huracan,0,0.009517
rescuenet:huracan,0,0.042009
rescuenet:huracan,0,0.305214
rescuenet:huracan,0,0.067619
rescuenet:huracan,0,0.999842
rescuenet:huracan,0,0.997701
rescuenet:huracan,0,0.848400
rescuenet:huracan,0,0.000653
rescuenet:huracan,0,0.997124
rescuenet:huracan,0,0.740322
rescuenet:huracan,0,0.025807
rescuenet:huracan,0,0.127341
rescuenet:huracan,0,0.999469
rescuenet:huracan,0,0.996298
rescuenet:huracan,0,0.582958
rescuenet:huracan,0,0.383587
rescuenet:huracan,0,0.381514
rescuenet:huracan,0,0.004978
rescuenet:huracan,0,0.328529
rescuenet:huracan,0,0.335573
rescuenet:huracan,0,0.001066
rescuenet:huracan,0,0.458813
rescuenet:huracan,0,0.001189
rescuenet:huracan,0,0.002416
rescuenet:huracan,0,0.961694
rescuenet:huracan,0,0.239972
rescuenet:huracan,0,0.066515
rescuenet:huracan,0,0.080647
rescuenet:huracan,0,0.011870
rescuenet:huracan,0,0.062526
rescuenet:huracan,0,0.815906
rescuenet:huracan,0,0.649050
rescuenet:huracan,0,0.014382
rescuenet:huracan,0,0.999999
rescuenet:huracan,0,0.458925
rescuenet:huracan,0,0.058958
rescuenet:huracan,0,0.001116
rescuenet:huracan,0,0.703723
rescuenet:huracan,0,0.017085
rescuenet:huracan,0,0.000981
rescuenet:huracan,0,0.004459
rescuenet:huracan,0,0.667730
rescuenet:huracan,0,0.098122
rescuenet:huracan,0,0.344925
rescuenet:huracan,0,0.999999
rescuenet:huracan,0,0.000434
rescuenet:huracan,0,0.191904
rescuenet:huracan,0,0.408729
rescuenet:huracan,0,0.253026
rescuenet:huracan,0,0.968201
rescuenet:huracan,0,0.999401
rescuenet:huracan,0,0.002854
rescuenet:huracan,0,0.053373
rescuenet:huracan,0,0.984353
rescuenet:huracan,0,0.000349
rescuenet:huracan,0,0.009509
rescuenet:huracan,0,0.622059
rescuenet:huracan,0,0.924978
rescuenet:huracan,0,0.070832
rescuenet:huracan,0,0.022471
rescuenet:huracan,0,0.000019
rescuenet:huracan,0,0.361360
rescuenet:huracan,0,0.998276
rescuenet:huracan,0,0.000239
rescuenet:huracan,0,0.847667
rescuenet:huracan,0,0.010714
rescuenet:huracan,0,0.855914
rescuenet:huracan,0,0.004293
rescuenet:huracan,0,0.005092
rescuenet:huracan,0,0.263182
rescuenet:huracan,0,0.041451
rescuenet:huracan,0,0.036406
rescuenet:huracan,0,0.872897
rescuenet:huracan,0,0.997950
rescuenet:huracan,0,0.002264
rescuenet:huracan,0,0.000151
rescuenet:huracan,0,0.274536
rescuenet:huracan,0,0.082088
rescuenet:huracan,0,0.788325
rescuenet:huracan,0,0.875442
rescuenet:huracan,0,0.042780
rescuenet:huracan,0,0.999846
rescuenet:huracan,0,0.992605
rescuenet:huracan,0,0.003249
rescuenet:huracan,0,0.059636
rescuenet:huracan,0,0.007249
rescuenet:huracan,0,0.769173
rescuenet:huracan,0,0.000026
rescuenet:huracan,0,0.999994
rescuenet:huracan,0,0.001149
rescuenet:huracan,0,0.006896
rescuenet:huracan,0,0.043428
rescuenet:huracan,0,0.408310
rescuenet:huracan,0,0.000000
rescuenet:huracan,0,0.444816
rescuenet:huracan,0,0.820596
rescuenet:huracan,0,0.999897
rescuenet:huracan,0,0.001377
rescuenet:huracan,0,0.347156
rescuenet:huracan,0,0.682713
rescuenet:huracan,0,0.620433
rescuenet:huracan,0,0.155498
rescuenet:huracan,0,0.002341
rescuenet:huracan,0,0.008424
rescuenet:huracan,0,0.002537
rescuenet:huracan,0,0.998911
rescuenet:huracan,0,0.038691
rescuenet:huracan,0,0.858532
rescuenet:huracan,0,0.999999
rescuenet:huracan,0,0.819434
rescuenet:huracan,0,0.080507
rescuenet:huracan,0,0.097647
rescuenet:huracan,0,0.534845
rescuenet:huracan,0,0.016368
rescuenet:huracan,0,0.996910
rescuenet:huracan,0,0.099485
rescuenet:huracan,0,0.002787
rescuenet:huracan,0,0.999800
rescuenet:huracan,0,0.736818
rescuenet:huracan,0,0.999947
rescuenet:huracan,0,0.974170
rescuenet:huracan,0,0.004751
rescuenet:huracan,0,0.993442
rescuenet:huracan,0,0.000289
rescuenet:huracan,0,0.000392
rescuenet:huracan,0,0.999794
rescuenet:huracan,0,0.043309
rescuenet:huracan,0,0.926693
rescuenet:huracan,0,0.770349
rescuenet:huracan,0,0.754456
rescuenet:huracan,0,0.305929
rescuenet:huracan,0,0.222051
rescuenet:huracan,0,0.132736
rescuenet:huracan,0,0.565870
rescuenet:huracan,0,0.901812
rescuenet:huracan,0,0.981097
rescuenet:huracan,0,0.000000
rescuenet:huracan,0,0.079374
rescuenet:huracan,0,0.998823
rescuenet:huracan,0,0.006346
rescuenet:huracan,0,0.598104
rescuenet:huracan,0,0.109147
rescuenet:huracan,0,0.005665
rescuenet:huracan,0,0.999792
rescuenet:huracan,0,0.022423
rescuenet:huracan,0,0.002302
rescuenet:huracan,0,0.556815
rescuenet:huracan,0,0.001705
rescuenet:huracan,0,0.986823
rescuenet:huracan,0,0.998364
rescuenet:huracan,0,0.001032
rescuenet:huracan,0,0.019920
rescuenet:huracan,0,0.998210
rescuenet:huracan,0,0.999886
rescuenet:huracan,0,0.122080
rescuenet:huracan,0,0.134669
rescuenet:huracan,0,0.002669
rescuenet:huracan,0,0.947429
rescuenet:huracan,0,0.992811
rescuenet:huracan,0,0.510511
rescuenet:huracan,0,0.000003
rescuenet:huracan,0,0.999887
rescuenet:huracan,0,0.052969
rescuenet:huracan,0,0.996918
rescuenet:huracan,0,0.012743
rescuenet:huracan,0,0.001211
rescuenet:huracan,0,0.012363
rescuenet:huracan,0,0.027581
rescuenet:huracan,0,0.012844
rescuenet:huracan,0,0.033534
rescuenet:huracan,0,0.003504
rescuenet:huracan,0,0.999386
rescuenet:huracan,0,0.999923
rescuenet:huracan,0,0.002842
rescuenet:huracan,0,0.468799
rescuenet:huracan,0,0.931467
rescuenet:huracan,0,0.457958
rescuenet:huracan,0,0.983353
rescuenet:huracan,0,0.990683
rescuenet:huracan,0,0.081580
rescuenet:huracan,0,0.694679
rescuenet:huracan,0,0.243392
rescuenet:huracan,0,0.420743
rescuenet:huracan,0,0.997180
rescuenet:huracan,0,0.998065
rescuenet:huracan,0,0.007367
rescuenet:huracan,0,0.993169
rescuenet:huracan,0,0.003526
rescuenet:huracan,0,0.886882
rescuenet:huracan,0,0.000169
rescuenet:huracan,0,0.999576
rescuenet:huracan,0,0.171815
rescuenet:huracan,0,0.013907
rescuenet:huracan,0,0.022849
rescuenet:huracan,0,0.263363
rescuenet:huracan,0,0.000544
rescuenet:huracan,0,0.643059
rescuenet:huracan,0,0.084067
rescuenet:huracan,0,0.218766
rescuenet:huracan,0,0.019275
rescuenet:huracan,0,0.775200
rescuenet:huracan,0,0.001792
rescuenet:huracan,0,0.994916
rescuenet:huracan,0,0.001437
rescuenet:huracan,0,0.166048
rescuenet:huracan,0,0.148914
rescuenet:huracan,0,0.000005
rescuenet:huracan,0,0.999856
rescuenet:huracan,0,0.462553
rescuenet:huracan,0,0.232395
rescuenet:huracan,0,0.810172
rescuenet:huracan,0,0.888940
rescuenet:huracan,0,0.420441
rescuenet:huracan,0,0.000129
rescuenet:huracan,0,0.019815
rescuenet:huracan,0,0.838770
rescuenet:huracan,0,0.002168
rescuenet:huracan,0,0.044185
rescuenet:huracan,0,0.000013
rescuenet:huracan,0,0.000145
rescuenet:huracan,0,0.009646
rescuenet:huracan,0,0.162852
rescuenet:huracan,0,0.000596
rescuenet:huracan,0,0.999053
rescuenet:huracan,0,0.954335
rescuenet:huracan,0,0.999962
rescuenet:huracan,0,0.999775
rescuenet:huracan,0,0.873161
rescuenet:huracan,0,0.977151
rescuenet:huracan,0,0.136302
rescuenet:huracan,0,0.990640
rescuenet:huracan,0,0.163291
rescuenet:huracan,0,0.525362
rescuenet:huracan,0,0.011798
rescuenet:huracan,0,0.456420
rescuenet:huracan,0,0.000133
rescuenet:huracan,0,0.006151
rescuenet:huracan,0,0.873453
rescuenet:huracan,0,0.023780
rescuenet:huracan,0,0.132961
rescuenet:huracan,0,0.999978
rescuenet:huracan,0,0.995238
rescuenet:huracan,0,0.000037
rescuenet:huracan,0,0.000049
rescuenet:huracan,0,0.006708
rescuenet:huracan,0,0.843318
rescuenet:huracan,0,0.774240
rescuenet:huracan,0,0.000029
rescuenet:huracan,0,0.000352
rescuenet:huracan,0,0.880465
rescuenet:huracan,0,0.009709
rescuenet:huracan,0,0.105636
rescuenet:huracan,0,0.029412
rescuenet:huracan,0,0.051665
rescuenet:huracan,0,0.934719
rescuenet:huracan,0,0.777828
rescuenet:huracan,0,0.951454
rescuenet:huracan,0,0.733341
rescuenet:huracan,0,0.267895
rescuenet:huracan,0,0.020500
rescuenet:huracan,0,0.486472
rescuenet:huracan,0,0.000062
rescuenet:huracan,0,0.009129
rescuenet:huracan,0,0.031991
rescuenet:huracan,0,0.998497
rescuenet:huracan,0,0.000119
rescuenet:huracan,0,0.649741
rescuenet:huracan,0,0.860803
rescuenet:huracan,0,0.067993
rescuenet:huracan,0,0.008140
rescuenet:huracan,0,0.425761
rescuenet:huracan,0,0.877929
rescuenet:huracan,0,0.829368
rescuenet:huracan,0,0.006935
rescuenet:huracan,0,0.149170
rescuenet:huracan,0,0.897414
rescuenet:huracan,0,0.999995
rescuenet:huracan,0,0.925129
rescuenet:huracan,0,0.613860
rescuenet:huracan,0,0.996988
rescuenet:huracan,0,0.739830
rescuenet:huracan,0,0.000391
rescuenet:huracan,0,0.010470
rescuenet:huracan,0,0.563647
rescuenet:huracan,0,0.000231
rescuenet:huracan,0,0.483812
rescuenet:huracan,0,0.938000
rescuenet:huracan,0,0.998329
rescuenet:huracan,0,0.998628
rescuenet:huracan,0,0.000243
rescuenet:huracan,0,0.999175
rescuenet:huracan,0,0.008393
rescuenet:huracan,0,0.962856
rescuenet:huracan,0,0.999930
rescuenet:huracan,0,0.025173
rescuenet:huracan,0,0.711421
rescuenet:huracan,0,0.000170
rescuenet:huracan,0,0.000488
rescuenet:huracan,0,0.010439
rescuenet:huracan,0,0.003847
rescuenet:huracan,0,0.994411
rescuenet:huracan,0,0.996216
rescuenet:huracan,0,0.997974
rescuenet:huracan,0,0.000006
rescuenet:huracan,0,0.494253
rescuenet:huracan,0,0.224455
rescuenet:huracan,0,0.003206
rescuenet:huracan,0,0.960120
rescuenet:huracan,0,0.981167
rescuenet:huracan,0,0.889540
rescuenet:huracan,0,0.952001
rescuenet:huracan,0,0.029991
rescuenet:huracan,0,0.991747
rescuenet:huracan,0,0.080079
rescuenet:huracan,0,0.996055
rescuenet:huracan,0,0.827975
rescuenet:huracan,0,0.887652
rescuenet:huracan,0,0.024547
rescuenet:huracan,0,0.014709
rescuenet:huracan,0,0.001988
rescuenet:huracan,0,0.999955
rescuenet:huracan,0,0.499260
rescuenet:huracan,0,0.061664
rescuenet:huracan,0,0.000153
rescuenet:huracan,0,0.017724
rescuenet:huracan,0,0.000136
rescuenet:huracan,0,0.977290
rescuenet:huracan,0,0.016831
rescuenet:huracan,0,0.758825
rescuenet:huracan,0,0.988586
rescuenet:huracan,0,0.065287
rescuenet:huracan,0,0.970831
rescuenet:huracan,0,0.000032
rescuenet:huracan,0,0.000730
rescuenet:huracan,0,0.264925
rescuenet:huracan,0,0.022674
rescuenet:huracan,0,0.976216
rescuenet:huracan,0,0.005000
rescuenet:huracan,0,0.013136
rescuenet:huracan,0,0.001808
rescuenet:huracan,0,0.976715
rescuenet:huracan,0,0.984200
rescuenet:huracan,0,0.027986
rescuenet:huracan,0,0.117939
rescuenet:huracan,0,0.545588
rescuenet:huracan,0,0.032340
rescuenet:huracan,0,0.236463
rescuenet:huracan,0,0.753472
rescuenet:huracan,0,0.130780
rescuenet:huracan,0,0.904959
rescuenet:huracan,0,0.000321
rescuenet:huracan,0,0.003655
rescuenet:huracan,0,0.745268
rescuenet:huracan,0,0.026715
rescuenet:huracan,0,0.681631
rescuenet:huracan,0,0.007795
rescuenet:huracan,0,0.010578
rescuenet:huracan,0,0.326988
rescuenet:huracan,0,0.999768
rescuenet:huracan,0,0.000001
rescuenet:huracan,0,0.000005
rescuenet:huracan,0,0.098307
rescuenet:huracan,0,0.001878
rescuenet:huracan,0,0.057827
rescuenet:huracan,0,0.999280
rescuenet:huracan,0,0.276012
rescuenet:huracan,0,0.338432
rescuenet:huracan,0,0.000272
rescuenet:huracan,0,0.983109
rescuenet:huracan,0,0.135619
rescuenet:huracan,0,0.000066
rescuenet:huracan,0,0.168937
rescuenet:huracan,0,0.981013
rescuenet:huracan,0,0.194665
rescuenet:huracan,0,0.238187
rescuenet:huracan,0,0.020509
rescuenet:huracan,0,0.019884
rescuenet:huracan,0,0.198540
rescuenet:huracan,0,0.000275
rescuenet:huracan,0,0.004827
rescuenet:huracan,0,0.930214
rescuenet:huracan,0,0.679739
rescuenet:huracan,0,0.148025
rescuenet:huracan,0,0.054566
rescuenet:huracan,0,0.887767
rescuenet:huracan,0,0.056458
rescuenet:huracan,0,0.508551
rescuenet:huracan,0,0.997189
rescuenet:huracan,0,0.004144
rescuenet:huracan,0,0.361894
rescuenet:huracan,0,0.993236
rescuenet:huracan,0,0.607947
rescuenet:huracan,0,0.124731
rescuenet:huracan,0,0.999916
rescuenet:huracan,0,0.878199
rescuenet:huracan,0,0.285936
rescuenet:huracan,0,0.999735
rescuenet:huracan,0,0.301240
rescuenet:huracan,0,0.799368
rescuenet:huracan,0,0.778399
rescuenet:huracan,0,0.062831
rescuenet:huracan,0,0.898885
rescuenet:huracan,0,0.999970
rescuenet:huracan,0,0.955238
rescuenet:huracan,0,0.799589
rescuenet:huracan,0,0.567008
rescuenet:huracan,0,0.811100
rescuenet:huracan,0,0.871768
rescuenet:huracan,0,0.926723
rescuenet:huracan,0,0.007695
rescuenet:huracan,0,0.672877
rescuenet:huracan,0,0.277552
rescuenet:huracan,0,0.026488
rescuenet:huracan,0,0.878385
rescuenet:huracan,0,0.999977
rescuenet:huracan,0,0.228043
rescuenet:huracan,0,0.980675
rescuenet:huracan,0,0.068399
rescuenet:huracan,0,0.002506
rescuenet:huracan,0,0.999290
rescuenet:huracan,0,0.000012
rescuenet:huracan,0,0.998530
rescuenet:huracan,0,0.246393
rescuenet:huracan,0,0.538939
rescuenet:huracan,0,0.001647
rescuenet:huracan,0,0.730352
rescuenet:huracan,0,0.057749
rescuenet:huracan,0,0.206364
rescuenet:huracan,0,0.999694
rescuenet:huracan,0,0.009857
rescuenet:huracan,0,0.461166
rescuenet:huracan,0,0.859819
rescuenet:huracan,0,0.911163
rescuenet:huracan,0,0.004360
rescuenet:huracan,0,0.015732
rescuenet:huracan,0,0.003110
rescuenet:huracan,0,0.003939
rescuenet:huracan,0,0.245082
rescuenet:huracan,0,0.999928
rescuenet:huracan,0,0.999991
rescuenet:huracan,0,0.996866
rescuenet:huracan,0,0.997362
rescuenet:huracan,0,0.308832
rescuenet:huracan,0,0.928291
rescuenet:huracan,0,0.067232
rescuenet:huracan,0,0.999981
rescuenet:huracan,0,0.010407
rescuenet:huracan,0,0.993404
rescuenet:huracan,0,0.180840
rescuenet:huracan,0,0.000398
rescuenet:huracan,0,0.001296
rescuenet:huracan,0,0.000049
rescuenet:huracan,0,0.999975
rescuenet:huracan,0,0.120947
rescuenet:huracan,0,0.999898
rescuenet:huracan,0,0.000298
rescuenet:huracan,0,0.000310
rescuenet:huracan,0,0.000291
rescuenet:huracan,0,0.806216
rescuenet:huracan,0,0.806674
rescuenet:huracan,0,0.195169
rescuenet:huracan,0,0.006163
rescuenet:huracan,0,0.002836
rescuenet:huracan,0,0.989908
rescuenet:huracan,0,0.073083
rescuenet:huracan,0,0.015279
rescuenet:huracan,0,0.896150
rescuenet:huracan,0,0.267373
rescuenet:huracan,0,0.893629
rescuenet:huracan,0,0.904338
rescuenet:huracan,0,0.411967
rescuenet:huracan,0,0.012071
rescuenet:huracan,0,0.001036
rescuenet:huracan,0,0.268530
rescuenet:huracan,0,0.886711
rescuenet:huracan,0,0.000494
rescuenet:huracan,0,0.999127
rescuenet:huracan,0,0.000010
rescuenet:huracan,0,0.996647
rescuenet:huracan,0,0.774477
rescuenet:huracan,0,0.998787
rescuenet:huracan,0,0.279525
rescuenet:huracan,0,0.425273
rescuenet:huracan,0,0.025122
rescuenet:huracan,0,0.324259
rescuenet:huracan,0,0.739558
rescuenet:huracan,0,0.012771
rescuenet:huracan,0,0.999983
rescuenet:huracan,0,0.590032
rescuenet:huracan,0,0.999886
rescuenet:huracan,0,0.998536
rescuenet:huracan,0,0.082380
rescuenet:huracan,0,0.911241
rescuenet:huracan,0,0.069985
rescuenet:huracan,0,0.316705
rescuenet:huracan,0,0.011721
rescuenet:huracan,0,0.000299
rescuenet:huracan,0,0.964200
rescuenet:huracan,0,0.340159
rescuenet:huracan,0,0.000110
rescuenet:huracan,0,0.916716
rescuenet:huracan,0,0.037776
rescuenet:huracan,0,0.000077
rescuenet:huracan,0,0.320802
rescuenet:huracan,0,0.678658
rescuenet:huracan,0,0.914230
rescuenet:huracan,0,0.942409
rescuenet:huracan,0,0.955516
rescuenet:huracan,0,0.978013
rescuenet:huracan,0,0.005234
rescuenet:huracan,0,0.979559
rescuenet:huracan,0,0.515006
rescuenet:huracan,0,0.999683
rescuenet:huracan,0,0.165104
rescuenet:huracan,0,0.878540
rescuenet:huracan,0,0.629184
rescuenet:huracan,0,0.998908
rescuenet:huracan,0,0.697678
rescuenet:huracan,0,0.003824
rescuenet:huracan,0,0.487736
rescuenet:huracan,0,0.053951
